  -6.1013259e-26   1.3838970e-22   5.7695255e-20  -4.4512435e-16   5.1732882e-13  -2.6027179e-10   5.8651582e-08  -6.7515003e-06   2.6728332e-04   9.9839398e-01
  -6.1013373e-26   1.3839024e-22   5.7694158e-20  -4.4512313e-16   5.1732802e-13  -2.6027147e-10   5.8651505e-08  -6.7514902e-06   2.6728270e-04   9.9839399e-01
  -6.1013794e-26   1.3839227e-22   5.7690009e-20  -4.4511848e-16   5.1732490e-13  -2.6027019e-10   5.8651191e-08  -6.7514472e-06   2.6727985e-04   9.9839406e-01
  -6.1014577e-26   1.3839611e-22   5.7682058e-20  -4.4510938e-16   5.1731862e-13  -2.6026753e-10   5.8650509e-08  -6.7513476e-06   2.6727261e-04   9.9839425e-01
  -6.1015361e-26   1.3840011e-22   5.7673348e-20  -4.4509885e-16   5.1731089e-13  -2.6026399e-10   5.8649516e-08  -6.7511861e-06   2.6725917e-04   9.9839467e-01
  -6.1015236e-26   1.3840004e-22   5.7672141e-20  -4.4509558e-16   5.1730703e-13  -2.6026148e-10   5.8648577e-08  -6.7509904e-06   2.6723882e-04   9.9839544e-01
  -6.1012713e-26   1.3838888e-22   5.7692305e-20  -4.4511448e-16   5.1731642e-13  -2.6026349e-10   5.8648417e-08  -6.7508298e-06   2.6721247e-04   9.9839674e-01
  -6.1005721e-26   1.3835679e-22   5.7753518e-20  -4.4517697e-16   5.1735287e-13  -2.6027529e-10   5.8650174e-08  -6.7508223e-06   2.6718277e-04   9.9839879e-01
  -6.0991592e-26   1.3829096e-22   5.7881672e-20  -4.4531163e-16   5.1743502e-13  -2.6030417e-10   5.8655469e-08  -6.7511440e-06   2.6715445e-04   9.9840192e-01
  -6.0967110e-26   1.3817579e-22   5.8108619e-20  -4.4555413e-16   5.1758659e-13  -2.6035960e-10   5.8666465e-08  -6.7520390e-06   2.6713455e-04   9.9840659e-01
  -6.0928767e-26   1.3799409e-22   5.8470063e-20  -4.4594511e-16   5.1783515e-13  -2.6045285e-10   5.8685824e-08  -6.7538201e-06   2.6713277e-04   9.9841347e-01
  -6.0873249e-26   1.3772925e-22   5.9001239e-20  -4.4652574e-16   5.1820947e-13  -2.6059610e-10   5.8716531e-08  -6.7568549e-06   2.6716124e-04   9.9842342e-01
  -6.0798049e-26   1.3736820e-22   5.9731091e-20  -4.4733144e-16   5.1873552e-13  -2.6080093e-10   5.8761596e-08  -6.7615375e-06   2.6723390e-04   9.9843748e-01
  -6.0702089e-26   1.3690436e-22   6.0676349e-20  -4.4838536e-16   5.1943235e-13  -2.6107676e-10   5.8823709e-08  -6.7682531e-06   2.6736552e-04   9.9845689e-01
  -6.0586244e-26   1.3634021e-22   6.1836282e-20  -4.4969256e-16   5.2030812e-13  -2.6142928e-10   5.8904894e-08  -6.7773396e-06   2.6757045e-04   9.9848298e-01
  -6.0453515e-26   1.3568827e-22   6.3190255e-20  -4.5123674e-16   5.2135764e-13  -2.6185931e-10   5.9006199e-08  -6.7890471e-06   2.6786094e-04   9.9851724e-01
  -6.0309023e-26   1.3497116e-22   6.4697418e-20  -4.5297963e-16   5.2256172e-13  -2.6236238e-10   5.9127582e-08  -6.8035209e-06   2.6824645e-04   9.9856122e-01
  -6.0159706e-26   1.3422042e-22   6.6298607e-20  -4.5486241e-16   5.2388755e-13  -2.6292871e-10   5.9267824e-08  -6.8207821e-06   2.6873253e-04   9.9861652e-01
  -6.0014156e-26   1.3347563e-22   6.7918035e-20  -4.5680753e-16   5.2528984e-13  -2.6354357e-10   5.9424601e-08  -6.8407329e-06   2.6932091e-04   9.9868474e-01
  -5.9881866e-26   1.3278107e-22   6.9469670e-20  -4.5872513e-16   5.2671456e-13  -2.6418846e-10   5.9594683e-08  -6.8631682e-06   2.7000948e-04   9.9876752e-01
  -5.9773126e-26   1.3218515e-22   7.0858352e-20  -4.6051432e-16   5.2809970e-13  -2.6484150e-10   5.9773997e-08  -6.8877817e-06   2.7079248e-04   9.9886643e-01
  -5.9697793e-26   1.3173496e-22   7.1989821e-20  -4.6207291e-16   5.2938065e-13  -2.6547891e-10   5.9957842e-08  -6.9141712e-06   2.7165998e-04   9.9898301e-01
  -5.9664903e-26   1.3147424e-22   7.2775173e-20  -4.6330270e-16   5.3049390e-13  -2.6607667e-10   6.0141267e-08  -6.9418823e-06   2.7259948e-04   9.9911874e-01
  -5.9682656e-26   1.3144312e-22   7.3131774e-20  -4.6411108e-16   5.3137845e-13  -2.6661119e-10   6.0319258e-08  -6.9704321e-06   2.7359683e-04   9.9927499e-01
  -5.9757859e-26   1.3167562e-22   7.2988018e-20  -4.6441572e-16   5.3197858e-13  -2.6706017e-10   6.0486890e-08  -6.9993191e-06   2.7463633e-04   9.9945305e-01
  -5.9895651e-26   1.3219818e-22   7.2286417e-20  -4.6414837e-16   5.3224641e-13  -2.6740374e-10   6.0639584e-08  -7.0280531e-06   2.7570189e-04   9.9965406e-01
  -6.0099413e-26   1.3302920e-22   7.0984851e-20  -4.6325636e-16   5.3214313e-13  -2.6762501e-10   6.0773246e-08  -7.0561720e-06   2.7677766e-04   9.9987903e-01
  -6.0371126e-26   1.3418059e-22   6.9053599e-20  -4.6169977e-16   5.3163743e-13  -2.6770953e-10   6.0884190e-08  -7.0832367e-06   2.7784795e-04   1.0001288e+00
  -6.0711518e-26   1.3565824e-22   6.6475207e-20  -4.5945216e-16   5.3070662e-13  -2.6764609e-10   6.0969385e-08  -7.1088682e-06   2.7889890e-04   1.0004041e+00
  -6.1118652e-26   1.3745585e-22   6.3255203e-20  -4.5651027e-16   5.2934140e-13  -2.6742781e-10   6.1026511e-08  -7.1327289e-06   2.7991694e-04   1.0007053e+00
  -6.1589012e-26   1.3955970e-22   5.9413798e-20  -4.5288652e-16   5.2754215e-13  -2.6705129e-10   6.1053909e-08  -7.1545362e-06   2.8088988e-04   1.0010329e+00
  -6.2119589e-26   1.4195744e-22   5.4970767e-20  -4.4859577e-16   5.2531305e-13  -2.6651553e-10   6.1050669e-08  -7.1741104e-06   2.8181005e-04   1.0013870e+00
  -6.2705939e-26   1.4463082e-22   4.9955634e-20  -4.4366079e-16   5.2266117e-13  -2.6581961e-10   6.1015613e-08  -7.1912029e-06   2.8266566e-04   1.0017674e+00
  -6.3342807e-26   1.4755647e-22   4.4410894e-20  -4.3812197e-16   5.1960749e-13  -2.6496905e-10   6.0949217e-08  -7.2057704e-06   2.8345360e-04   1.0021740e+00
  -6.4023907e-26   1.5070708e-22   3.8384802e-20  -4.3202315e-16   5.1617309e-13  -2.6396836e-10   6.0851474e-08  -7.2176786e-06   2.8416571e-04   1.0026062e+00
  -6.4742667e-26   1.5405277e-22   3.1933432e-20  -4.2542021e-16   5.1238931e-13  -2.6282718e-10   6.0723750e-08  -7.2269708e-06   2.8480147e-04   1.0030636e+00
  -6.5494477e-26   1.5757295e-22   2.5094594e-20  -4.1834943e-16   5.0827523e-13  -2.6155052e-10   6.0566441e-08  -7.2335856e-06   2.8535633e-04   1.0035452e+00
  -6.6271621e-26   1.6123226e-22   1.7935368e-20  -4.1087870e-16   5.0386996e-13  -2.6015094e-10   6.0381517e-08  -7.2376184e-06   2.8583086e-04   1.0040502e+00
  -6.7071008e-26   1.6501647e-22   1.0482901e-20  -4.0303551e-16   4.9918910e-13  -2.5863316e-10   6.0169564e-08  -7.2390557e-06   2.8622309e-04   1.0045774e+00
  -6.7884513e-26   1.6888798e-22   2.8095660e-21  -3.9489447e-16   4.9427677e-13  -2.5701192e-10   5.9933076e-08  -7.2380498e-06   2.8653562e-04   1.0051256e+00
  -6.8708837e-26   1.7283120e-22  -5.0539673e-21  -3.8648801e-16   4.8915265e-13  -2.5529391e-10   5.9673152e-08  -7.2346462e-06   2.8676828e-04   1.0056934e+00
  -6.9539416e-26   1.7682462e-22  -1.3065364e-20  -3.7786094e-16   4.8384406e-13  -2.5348857e-10   5.9391443e-08  -7.2289437e-06   2.8692308e-04   1.0062793e+00
  -7.0371534e-26   1.8084556e-22  -2.1178897e-20  -3.6906317e-16   4.7838269e-13  -2.5160751e-10   5.9090179e-08  -7.2211114e-06   2.8700413e-04   1.0068818e+00
  -7.1202054e-26   1.8487910e-22  -2.9364949e-20  -3.6012646e-16   4.7278821e-13  -2.4965763e-10   5.8770568e-08  -7.2112132e-06   2.8701244e-04   1.0074990e+00
  -7.2028774e-26   1.8891434e-22  -3.7600735e-20  -3.5107667e-16   4.6707778e-13  -2.4764550e-10   5.8433902e-08  -7.1993364e-06   2.8694950e-04   1.0081294e+00
  -7.2848684e-26   1.9293640e-22  -4.5855351e-20  -3.4194879e-16   4.6127458e-13  -2.4558003e-10   5.8081997e-08  -7.1856299e-06   2.8682003e-04   1.0087710e+00
  -7.3660107e-26   1.9693673e-22  -5.4110323e-20  -3.3276458e-16   4.5539367e-13  -2.4346727e-10   5.7716108e-08  -7.1701860e-06   2.8662589e-04   1.0094220e+00
  -7.4461992e-26   2.0090982e-22  -6.2353416e-20  -3.2353890e-16   4.4944560e-13  -2.4131154e-10   5.7337141e-08  -7.1530674e-06   2.8636883e-04   1.0100804e+00
  -7.5253137e-26   2.0484942e-22  -7.0570877e-20  -3.1428840e-16   4.4344225e-13  -2.3911777e-10   5.6946149e-08  -7.1343516e-06   2.8605036e-04   1.0107442e+00
